"","info.Lon","info.Lat","info.ECO_NAME","info.BIOME","info.ECO_ID","info.max.lat","info.min.lat","info.max.lon","info.min.lon","info.species.count","info.observation.count.tot","info.Kier_richness","info.Kier_area","info.observation.count.tot.1","info.observation.count.tot.2","info.observation.count.LeArea","info.observation.count.SSD","info.observation.count.SLA","info.observation.count.LeC","info.observation.count.LeN","info.observation.count.LeP","info.observation.count.PlantHeight","info.observation.count.SeedMass","info.observation.count.SeLen","info.observation.count.LeNArea","info.observation.count.LeNP","info.observation.count.Led15N","info.observation.count.SenbU","info.observation.count.LeFMass","info.observation.count.ConduitDens","info.observation.count.VesLen","info.observation.count.DispULen","info.observation.count.tot.3","trait.LeArea","trait.SSD","trait.SLA","trait.LeC","trait.LeN","trait.LeP","trait.PlantHeight","trait.SeedMass","trait.SeLen","trait.LeNArea","trait.LeNP","trait.Led15N","trait.SenbU","trait.LeFMass","trait.ConduitDens","trait.DispULen","trait.VesLen","soil","climate.AnnualMeanTemperature.nc","climate.MaxTemperatureofWarmestMonth.nc","climate.MinTemperatureofColdestMonth.nc","climate.TemperatureSeasonality.nc","climate.MeanDiurnalRange.nc","climate.AnnualPrecipitation.nc","climate.PrecipitationofWettestMonth.nc","climate.PrecipitationofDriestMonth.nc","climate.PrecipitationSeasonality.nc","climate.vapr.mean.nc","climate.vapr.max.nc","climate.vapr.min.nc","climate.vapr.sd.nc","climate.srad.mean.nc","climate.srad.max.nc","climate.srad.min.nc","climate.srad.sd.nc","climate.wind.mean.nc","climate.wind.max.nc","climate.wind.min.nc","climate.wind.sd.nc"
"384",-47.5,-3,"Tocantins/Pindare moist forests",1,60170,-1.2,-3,-47.0833,-48.483333,1122,20631,4500,192766,20631,20631,36,51,57,57,68,57,18,0,0,57,0,10,0,0,0,0,0,20631,4067.723175,0.6045,13.921875,474.07985,21.57215,0.9836,10.905225,87.38375,6.574825,1.647975,20.06195,2.8,110.056275,1.1382,12.9847,7.16775,513.58835,-3,25.9666666984558,32,19.6000003814697,51.3602938271728,10.9499998092651,1985,386,45,74.9131049479255,2.72499990463257,2.88000011444092,2.55999994277954,0.111392699182034,15856.5830078125,19947,12485,2569.75610351562,1.45000004768372,1.70000004768372,1.20000004768372,0.180277585983276
"388",-60,-2.5,"Uatuma-Trombetas moist forests",1,60173,-0.89444,-2.892778,-52.19028,-60.22,298,871,6500,470048,871,871,41,92,122,143,675,222,65,0,0,105,121,497,0,0,0,0,0,871,3724.46205,0.642368298,11.68565,488.89475,18.6,0.72085,16.8633,256.101075,8.3217,1.7437360075,23.9596,2.7205,97.07945,1.2116,10.11115,8.94315,566.2476,-2.5,26.3333332538605,31.7999992370605,21.3999996185303,46.1880112739192,8.80000066757202,2386,316,93,40.1235809538893,2.85166668891907,2.9300000667572,2.77999997138977,0.0393347926437855,14772.6669921875,17780,12651,1884.974609375,1.18333339691162,1.29999995231628,1,0.0799305140972137
"389",-76.112083,-5.944167,"Ucayali moist forests",1,60174,-5.884722,-8.800278,-74.872778,-76.19,142,353,4050,114443,353,353,332,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,353,3019,0.502425,16.34205,454.9903,20.32725,1.32995,5.681625,9.01935,3.79615,1.3844,15.719425,2.293625,346.31435,0.8109,16.4935,4.3494,469.87905,-5.944167,27.125,32.9000015258789,21.2000007629395,31.944565501016,10.5083328882853,2140,267,99,29.2623684190263,2.77749991416931,2.83999991416931,2.66000008583069,0.0590843930840492,13828.3330078125,15734,12013.75,1201.58374023438,0.866666674613953,1.10000002384186,0.699999988079071,0.125830575823784
"390",83.01,25.3,"Upper Gangetic Plains moist deciduous forests",1,40166,30.467778,25.3,83.6,77.87,95,181,2100,262643,181,181,8,0,180,90,180,180,0,0,0,180,85,0,0,0,0,0,0,181,4124.7341,0.6096,11.521700855,434.7261,16.85,1.525,11.28215,115.0708,6.52295,1.75959,11.78568846,2.9277,43.53615,1.5796,13.07405,7.0659,379.1033,25.3,26.347916563352,39.5,11.1000003814697,591.268317140754,12.4208331902822,1043.5,324,4,139.007464379105,2.12041664123535,3.3199999332428,1.24000000953674,0.794933825731277,19275.9169921875,26888.5,15048,3753.43872070312,1.37083333730698,2.14999997615814,0.699999988079071,0.432132571935654
"391",-91.32,44.703888888,"Upper Midwest forest-savanna transition",4,50415,45.85,42.1900833,-88,-94,404,3064,1420,166477,3064,3064,2011,6,2113,0,489,168,641,54,0,200,143,16,0,1835,0,0,0,3064,713.448925,0.4287,18.279417825,445.19635,19,1.86775,0.55225,1.47075,2.76185,1.1566,9.6689,1.4132,483.773125,0.167375,62.1656,3.28335,364.51155,44.703888888,7.08333334699273,26.3999996185303,-17.3999996185303,1177.46132466924,11.3666667789221,818,110,20,49.9343987282799,0.877499997615814,1.82250002026558,0.230000004172325,0.560557126998901,12831.6459960938,21530,4116,6128.54296875,3.20833325386047,3.79999995231628,2.59999990463257,0.337474256753922
"392",58.79789,54.59834,"Ural montane forests and tundra",6,80610,60.55934,54.53915,60,56.85261,136,244,1600,175548,244,244,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,244,682.45435,0.4247,20.773875,458.34055,23.120975,1.99075,0.4116,0.99065,2.566325,1.20955,10.38085,1.35715,403.0901,0.181275,78.27255,3.037125,387.17935,54.59834,0.720833346247673,19.8999996185303,-20.2000007629395,1119.81017344827,9.22499993443489,584,95,21.5,47.244471389363,0.582499980926514,1.32000005245209,0.159999996423721,0.400918215513229,11287.3334960938,22071,2180,6939.3310546875,2.3125,2.70000004768372,1.70000004768372,0.282503813505173
"393",-51.133333333,-30.05,"Uruguayan savanna",7,60710,-30.05,-30.12,-51.133333333,-51.9625,296,695,2500,352496,695,695,0,0,0,0,1,1,631,0,0,0,1,0,0,0,0,0,0,695,648.89455,0.473925,16.11615,449.496675,19.6752,1.41135,0.31303571425,1.182325,2.7898,1.387375,12.67675,2.064925,197.450225,0.167625,50.4115,3.088425,435.7661,-30.05,18.7791668176651,27.7000007629395,8.69999980926514,357.360653861149,9.62500007947286,1574,147,104,9.55334021155951,1.67666661739349,2.20000004768372,1.23000001907349,0.338164985179901,14314.25,21367,7337,4797.85302734375,3.06666660308838,3.59999990463257,2.59999990463257,0.324893146753311
"394",134.7836,44.0502,"Ussuri broadleaf and mixed forests",4,80443,44.0502,43.2068,134.7836,133.51042,44,44,1800,197954,44,44,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,44,2530.0011,0.4238,23.49825,453.5557,22.4494,1.9972,1.265,2.25145,3.7451,1.214,12.3609,1.1823,159.4605,0.58335,63.6724,4.05185,469.8834,44.0502,0.474999899665515,24.5,-26,1313.42283116388,14.2166665891806,831,145,15,69.0091220690872,0.580833315849304,1.47000002861023,0.0799999982118607,0.492619842290878,12602.1669921875,18662,5086,4739.42919921875,2.26666665077209,2.70000004768372,1.70000004768372,0.370435178279877
"395",-71.4,-39.603146,"Valdivian temperate forests",4,60404,-33,-46.0666667,-70.266666666,-74.183333333,120,579,800,248398,579,579,21,11,96,12,110,7,93,39,0,103,0,0,0,0,0,0,0,579,675,0.52665,9.805225,463.872325,15.655575,1.308925,10,9.847575,4.04645,1.497475,12.52265,1.5784,166.8245,0.21965,81.8284,4.82535,483.744275,-39.603146,8.90416663885117,18.3999996185303,-2.90000009536743,416.159156111858,9.3583334038655,1068,210,27,62.9873516392508,0.711666643619537,0.879999995231628,0.579999983310699,0.123701594769955,14812.75,25466,4607,7158.17333984375,3.83333337306976,4.32500016689301,3.45000004768372,0.28228598088026
"396",169.491667,-19.508333,"Vanuatu rain forests",1,10126,-18.783333,-20.233333,169.866667,169.116667,28,37,950,13156,37,37,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,37,3019,0.48155,11.636,462.675375,17.46965,1.14405,25,25.3257,5.8242,1.50815,16.0069,2.17495,196.482325,1.02845,26.5236,5.406025,659.51365,-19.508333,23.922916730245,29.1499996185303,18.0500001907349,146.618661048892,7.17916679382324,2183,294.5,118.5,31.296674113195,2.32916676998138,2.74500000476837,1.92500001192093,0.294534116983414,17852.916015625,22707.5,11997.5,3680.81127929688,3.07500004768372,3.5,2.60000002384186,0.267955422401428
"398",32.25,-0.33,"Victoria Basin forest-savanna mosaic",7,30721,0.1,-0.33,34.57,32,35,35,2500,165042,35,35,19,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,35,3159,0.5354,15.3487,460.0219,25,1.3938,5.4981,45.9684,5.891,1.619,16.3041,2.7923,81.8662,0.999,18.8344,6.2393,471.3686,-0.33,21.2083332538605,25.7000007629395,16.2999992370605,54.6822960958034,7.69999996821086,2020,324,90,47.5119909865483,2.0074999332428,2.13000011444092,1.86000001430511,0.0747356414794922,16458.5,17535,15025,806.256530761719,2.09999990463257,2.70000004768372,1.70000004768372,0.300000011920929
"399",130.92325,-17.062633,"Victoria Plains tropical savanna",7,10709,-15.560367,-18,133.452217,130.5,29,102,1200,224881,102,102,0,0,17,0,99,0,0,0,0,18,0,73,0,0,0,0,0,102,606.8493,0.63625,8.3602,485.58395,10.5,0.87255,2.6779,6.36855,4.23565,1.87125,14.7664,2.8185,345.7582,0.2525,32.7373,4.9505,511.0119,-17.062633,26.5499999920527,38.5,12.5,424.440829806827,14.6749999523163,679,178,0.5,113.18390347669,1.61416661739349,2.57999992370605,0.870000004768372,0.608652293682098,22063.75,24960.5,17888,2270.287109375,2.52500009536743,2.70000004768372,2.20000004768372,0.144096791744232
"400",-111.616666666,40.5416666665,"Wasatch and Uinta montane forests",5,50530,40.833333333,39.7,-110.983333333,-111.8,35,53,1109,41509,53,53,0,4,11,0,0,0,15,0,0,0,0,0,0,0,4,0,0,53,857.6051,0.5127,12.8781284,480.6619,19.50515,1.76175,5.9221,8.6887,5.6025,1.5215,11.3455,1.1599,277.8278,0.16215,236.9616,5.7803,277.7783,40.5416666665,6.30000002185504,24.2000007629395,-11.5,830.066967416366,12.1083333045244,493,51,28.5,17.7862882983183,0.474999994039536,0.769999980926514,0.259999990463257,0.176658794283867,16347.1669921875,26537,6311,7097.84814453125,3.42916667461395,4,3.05000007152557,0.285462632775307
"401",61.5,56.5,"West Siberian taiga",6,80611,66,55,90,60,126,163,900,1680245,163,163,71,0,92,0,121,22,29,0,0,89,40,0,0,0,0,0,0,163,414.73605,0.4299,22.36326848,453.1693,22.2,2.10265,0.27535,0.7057,2.0985,1.18985,10.57465,1.50885,413.04825,0.104425,67.51965,2.3425,446.75855,56.5,2.08333329794308,21.8999996185303,-18.7999992370605,1202.42620315769,8.74999991928538,485,87,15,54.4339718387937,0.639999985694885,1.46000003814697,0.159999996423721,0.436997324228287,10734.0830078125,21940,1618,7084.15869140625,2.95000004768372,3.5,2.40000009536743,0.292973250150681
"402",1.466666666,8.133333333,"West Sudanian savanna",7,30722,14.367778,8.133333333,1.466666666,-8.467778,211,543,2100,1631860,543,543,358,0,215,201,217,213,203,0,0,216,216,0,0,0,0,0,0,543,675,0.4555,16.5322,455.4381,21.6555,1.558760684,0.8626,1.8156,2.9839,1.3802,13.6105,2.0304,411.9622,0.2047,32.7235,3.2636,390.1763,8.133333333,27.108333269755,34,18.5,136.429019303962,11.1666663487752,1104,185,7,74.4812871421459,2.53666663169861,2.88000011444092,1.78999996185303,0.359961420297623,16686.416015625,18865,12255,2270.81591796875,1.5,1.70000004768372,1.20000004768372,0.163299337029457
"404",8,47.8,"Western European broadleaf forests",4,80445,51.931724855,43,15.73,1,1163,9866,2900,493836,9866,9866,1808,65,2884,182,716,444,1304,120,0,253,442,0,0,0,1,0,0,9866,684.297,0.4372,20.2186,448.2713,23.1883,1.94965,0.4,1.2182,2.4942,1.26225,11.3319,1.6115,306.8725,0.1752,70.1645,2.8257,455.7445,47.8,7.70000001043081,20.2000007629395,-5.69999980926514,638.76345407216,7.91666664058963,1018,114,65,15.9821734998983,0.865833342075348,1.37999999523163,0.469999998807907,0.318837970495224,11527,20270,3109,5958.2451171875,2.82500004768372,3.20000004768372,2.5,0.259673923254013
"405",-89.6797,45.88,"Western Great Lakes forests",4,50416,47.93,45.5,-84.7,-94.666666666,69,236,1459,274721,236,236,14,0,48,0,63,72,12,0,0,20,56,0,0,0,0,0,0,236,540.0617,0.4577,15.03415528,481.2002,16.4,1.6216,3.738095238,2.2852,3.042,1.3234,10.19465,1.1227,1862.1406,0.1161,175.3868,3.5898,459.187,45.88,4.37916672229767,23.6000003814697,-19.2000007629395,1144.32882481277,11.3083333969116,798,108.5,22,45.3446517356648,0.778333365917206,1.5900000333786,0.225000001490116,0.489810049533844,12303,20896,3572,6254.869140625,3.21666669845581,3.70000004768372,2.70000004768372,0.279384255409241
"409",106.531667,-6.749444,"Western Java montane rain forests",1,40167,-6.749444,-6.749444,106.531667,106.531667,21,23,2000,26171,23,23,23,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,23,1847,0.5255,11.4101,474.2282,14.4201,0.9846,16,13.1263,3.475,1.234,16.188,1.4564,268.8808,0.7128,32.6728,3.581,648.4511,-6.749444,18.2833331823349,23.3999996185303,13.6999998092651,57.3003775707979,7.48333319028219,4030,424,204,22.1070587444495,1.87750005722046,1.98000001907349,1.77999997138977,0.0609815567731857,15972.4169921875,18483,13706,1511.20861816406,1.82500004768372,2.29999995231628,1.5,0.220321714878082
"411",170.1653,-43.3968,"Westland temperate forests",4,10414,-43.0225,-43.7711,170.7004,169.37,80,110,700,5287,110,110,95,0,96,0,16,12,94,0,0,4,12,0,0,0,0,0,0,110,332.11186,0.49365,16.72367326,459.3859,17.19475,1.2856,3,1.4833,2.239975,1.1288,12.7049,1.82365,1104.4104,0.11695,65.625,2.767325,560.748825,-43.3968,10.2458333224058,18.9499998092651,0.949999958276749,344.22012124186,8.24166662494341,3330,495,125,36.764954551655,0.92833337187767,1.23000001907349,0.650000005960464,0.192051291465759,14068.25,23248.5,5156,6512.00122070312,5.16250014305115,7.04999995231628,4.05000007152557,0.87153959274292
"414",-107.23,40.543333333,"Wyoming Basin shrub steppe",13,51313,42,40.42,-105.58,-111,32,38,1557,132577,38,38,9,0,10,0,9,5,19,6,0,9,0,0,0,0,0,0,0,38,285.13595,0.54055,11.16645,448.33055,19.44775778,1.8207,1.14855,2.9961,3.035,2.040975,11.2671,1.7179,829.7183,0.085475,105.5091,4.9021,284.6986,40.543333333,5.13333317389091,25.5,-16.7000007629395,926.999884682987,16.9916666988283,427.5,46,29,10.943805899731,0.506666660308838,0.870000004768372,0.25,0.213944435119629,16069.8330078125,25811,6573,6625.3349609375,2.90416669845581,3.54999995231628,2.29999995231628,0.403801411390305
"419",-88.466667,19.025278,"Yucatán moist forests",1,60181,19.593889,18.32,-88.055556,-89.87,171,312,1600,69482,312,312,295,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,312,675,0.5506,14.8103,461.5208,21.4035,1.3285,3.4174,23.8054,4.37945,1.6047,15.84455,2.2304,160.2149,0.598,21.2458,5.12125,445.9393,19.025278,25.7208330631256,33.3500003814697,17.1000003814697,170.01113289914,11.6749997138977,1114,190,27,58.7740881659352,2.55416679382324,2.89000010490417,2.17000007629395,0.258052289485931,18099.833984375,20823,13905,2330.07177734375,2.09583330154419,2.89999997615814,1.60000002384186,0.446902900934219
"422",23.52,-14.93,"Zambezian Cryptosepalum dry forests",2,30203,-14.42,-15.44,23.52,23.52,27,72,1300,38085,72,72,0,0,0,0,70,0,0,0,0,0,0,56,0,0,0,0,0,72,1433.7955,0.65645,10.85585,471.4653,19.20215,1.0022,6.2202,158.2046,6.22835,1.8329,18.0532,2.1,114.606,0.6416,10.7701,6.363,463.7957,-14.93,21.8854167262713,32.8500003814697,7.59999990463257,269.806673902016,16.3958333730698,908,204,0,109.550607648631,1.47999995946884,2.05999994277954,0.870000004768372,0.476852238178253,17631,20400.5,16237.5,1284.90100097656,2.86666667461395,3.5,2.55000007152557,0.314970225095749
"423",31.5,-25.02,"Zambezian and Mopane woodlands",7,30725,-15.140833,-25.4297,35.375556,23.55,255,702,2500,471874,702,702,80,0,42,0,507,30,58,0,0,28,0,445,0,0,0,0,0,702,1006.4199,0.5663,12.7608,458.2011,20.5928,1.26635,4.75,35.1574,5.0161,1.6802,15.45545,2.7147,113.2372,0.5011,18.45535,5.0427,356.6576,-25.02,21.7104167143504,34,8.5,339.470383639922,14.4166665871938,624,109,8,75.6387516520509,1.75166666507721,2.26999998092651,1.14999997615814,0.402861326932907,17423.166015625,21293,12650,3003.06274414062,1.70833325386047,2.09999990463257,1.29999995231628,0.289995193481445
